Employee ID,Office Name Formatted,Customer ID,Product Box Sub Level,Business Name,# Sales,DateTime,shift_title,DateSTime,DateETime
899741,"Austin, TX",14291214,3x2 box,HelloFresh,1,2019-01-30 20:29:00,Domain,2019-01-30 10:55:00,2019-01-30 16:37:00
899741,"Austin, TX",14302484,3x2 box,HelloFresh,1,2019-01-31 13:00:00,The Arboretum,2019-01-31 11:29:00,2019-01-31 16:45:00
899741,"Austin, TX",14323984,2x2 box,HelloFresh,1,2019-02-01 14:23:00,The Arboretum,2019-02-01 10:55:00,2019-02-01 16:30:00
899741,"Austin, TX",14338381,3x2 box,HelloFresh,1,2019-02-02 15:17:00,Domain,2019-02-02 11:00:00,2019-02-02 16:47:00
899741,"Austin, TX",14351487,3x2 box,HelloFresh,1,2019-02-03 14:05:00,Body Mind Spirit Expo,2019-02-03 11:04:00,2019-02-03 18:29:00
899741,"Austin, TX",14353176,3x2 box,HelloFresh,1,2019-02-03 15:49:00,Body Mind Spirit Expo,2019-02-03 11:04:00,2019-02-03 18:29:00
899741,"Austin, TX",14352334,2x2 box,HelloFresh,1,2019-02-03 14:56:00,Body Mind Spirit Expo,2019-02-03 11:04:00,2019-02-03 18:29:00
938064,"Houston, TX",13612409,2x2 Box,HelloFresh,1,2019-01-04 00:12:00,Holiday Market Zone 5,2019-01-03 15:56:00,2019-01-03 19:01:00
938064,"Houston, TX",13636940,2x2 Box,HelloFresh,1,2019-01-04 22:14:00,Houston Premium Outlet,2019-01-04 16:30:00,2019-01-04 22:15:00
938064,"Houston, TX",13661852,3x2 Box,HelloFresh,1,2019-01-05 18:46:00,Holiday Market Zone 5,2019-01-05 15:55:00,2019-01-05 22:43:00
938064,"Houston, TX",13821505,2x2 box,HelloFresh,1,2019-01-10 21:11:00,Gold's Gym - Conroe Zone 1,2019-01-10 16:35:00,2019-01-10 21:46:00
938064,"Houston, TX",13894184,3x4 box,HelloFresh,1,2019-01-13 17:31:00,Aerodromes Zone 5/2,2019-01-13 13:25:00,2019-01-13 18:43:00
938064,"Houston, TX",13953860,2x2 box,HelloFresh,1,2019-01-15 21:14:00,LA Fitness - Medical Center Zone 5,2019-01-15 16:29:00,2019-01-15 21:59:00
938064,"Houston, TX",13948414,3x2 box,HelloFresh,1,2019-01-15 18:25:00,LA Fitness - Medical Center Zone 5,2019-01-15 16:29:00,2019-01-15 21:59:00
938064,"Houston, TX",14015484,3x4 box,HelloFresh,1,2019-01-18 14:06:00,Willowbrook Mall,2019-01-18 11:06:00,2019-01-18 16:32:00
938064,"Houston, TX",14022644,3x2 box,HelloFresh,1,2019-01-18 20:59:00,Willowbrook Mall,2019-01-18 16:33:00,2019-01-18 22:20:00
938064,"Houston, TX",14016950,2x2 box,HelloFresh,1,2019-01-18 15:30:00,Willowbrook Mall,2019-01-18 11:06:00,2019-01-18 16:32:00
938064,"Houston, TX",14037241,3x2 box,HelloFresh,1,2019-01-19 17:14:00,Yaga's Chili Quest and Beer Fest Zone 4,2019-01-19 09:27:00,2019-01-19 18:49:00
938064,"Houston, TX",14035699,2x2 box,HelloFresh,1,2019-01-19 16:01:00,Yaga's Chili Quest and Beer Fest Zone 4,2019-01-19 09:27:00,2019-01-19 18:49:00
938064,"Houston, TX",14085327,3x2 box,HelloFresh,1,2019-01-21 22:03:00,24 Hour Fitness - Pearland Zone 4/5,2019-01-21 17:35:00,2019-01-21 22:39:00
938064,"Houston, TX",14108901,3x4 box,HelloFresh,1,2019-01-22 20:35:00,24 Hour Fitness - Humble Zone 1,2019-01-22 17:04:00,2019-01-22 22:04:00
938064,"Houston, TX",14194677,3x2 box,HelloFresh,1,2019-01-26 16:13:00,Woodlands Mall,2019-01-26 11:11:00,2019-01-26 16:52:00
938064,"Houston, TX",14271260,3x2 box,HelloFresh,1,2019-01-29 21:44:00,24 Hour Fitness - Kuykendahl Zone 2,2019-01-29 16:56:00,2019-01-29 22:17:00
938064,"Houston, TX",14271172,3x2 box,HelloFresh,1,2019-01-29 21:36:00,24 Hour Fitness - Kuykendahl Zone 2,2019-01-29 16:56:00,2019-01-29 22:17:00
938064,"Houston, TX",14329819,2x2 box,HelloFresh,1,2019-02-01 21:30:00,Houston Premium Outlets,2019-02-01 16:35:00,2019-02-01 22:20:00
938064,"Houston, TX",4138669,2x2 box,HelloFresh,1,2019-02-03 17:17:00,Flea at Silver Street,2019-02-03 10:55:00,2019-02-03 19:37:00
938064,"Houston, TX",14352165,2x2 box,HelloFresh,1,2019-02-03 14:46:00,Flea at Silver Street,2019-02-03 10:55:00,2019-02-03 19:37:00
938064,"Houston, TX",14356286,2x2 box,HelloFresh,1,2019-02-03 19:16:00,Flea at Silver Street,2019-02-03 10:55:00,2019-02-03 19:37:00
938064,"Houston, TX",14346027,3x2 box,HelloFresh,1,2019-02-03 14:05:00,Flea at Silver Street,2019-02-03 10:55:00,2019-02-03 19:37:00
2180262,"Houston, TX",13679111,2x2 Box,HelloFresh,1,2019-01-06 11:47:00,Houston Charity Cat Show Zone 5,2019-01-06 09:58:00,2019-01-06 18:11:00
2180262,"Houston, TX",13680744,2x2 Box,HelloFresh,1,2019-01-06 12:46:00,Houston Charity Cat Show Zone 5,2019-01-06 09:58:00,2019-01-06 18:11:00
2180262,"Houston, TX",13682074,2x2 Box,HelloFresh,1,2019-01-06 13:25:00,Houston Charity Cat Show Zone 5,2019-01-06 09:58:00,2019-01-06 18:11:00
2180262,"Houston, TX",13678631,2x2 Box,HelloFresh,1,2019-01-06 11:35:00,Houston Charity Cat Show Zone 5,2019-01-06 09:58:00,2019-01-06 18:11:00
2180262,"Houston, TX",13737151,2x2 box,HelloFresh,1,2019-01-08 13:13:00,Baybrook Mall,2019-01-08 10:55:00,2019-01-08 16:42:00
2180262,"Houston, TX",13736315,3x2 box,HelloFresh,1,2019-01-08 12:41:00,Baybrook Mall,2019-01-08 10:55:00,2019-01-08 16:42:00
2180262,"Houston, TX",13793339,2x2 box,HelloFresh,1,2019-01-09 21:55:00,24 Hour Fitness - Sugar Land Zone 3,2019-01-09 16:28:00,2019-01-09 21:39:00
2180262,"Houston, TX",13807476,2x2 box,HelloFresh,1,2019-01-10 13:38:00,Baybrook Mall,2019-01-10 10:55:00,2019-01-10 14:34:00
2180262,"Houston, TX",13864299,2x2 box,HelloFresh,1,2019-01-12 16:48:00,Hops n' Hot Sauce Festival,2019-01-12 10:57:00,2019-01-12 19:25:00
2180262,"Houston, TX",13860526,2x2 box,HelloFresh,1,2019-01-12 14:40:00,Hops n' Hot Sauce Festival,2019-01-12 10:57:00,2019-01-12 19:25:00
2180262,"Houston, TX",13865273,2x2 box,HelloFresh,1,2019-01-12 17:32:00,Hops n' Hot Sauce Festival,2019-01-12 10:57:00,2019-01-12 19:25:00
2180262,"Houston, TX",13862327,2x2 box,HelloFresh,1,2019-01-12 15:42:00,Hops n' Hot Sauce Festival,2019-01-12 10:57:00,2019-01-12 19:25:00
2180262,"Houston, TX",13862391,2x2 box,HelloFresh,1,2019-01-12 15:43:00,Hops n' Hot Sauce Festival,2019-01-12 10:57:00,2019-01-12 19:25:00
2180262,"Houston, TX",13885359,2x2 box,HelloFresh,1,2019-01-13 12:44:00,Heights Morning Market Zone 5,2019-01-13 09:25:00,2019-01-13 15:34:00
2180262,"Houston, TX",13886241,2x2 box,HelloFresh,1,2019-01-13 13:11:00,Heights Morning Market Zone 5,2019-01-13 09:25:00,2019-01-13 15:34:00
2180262,"Houston, TX",13883478,2x2 box,HelloFresh,1,2019-01-13 11:44:00,Heights Morning Market Zone 5,2019-01-13 09:25:00,2019-01-13 15:34:00
2180262,"Houston, TX",3698315,2x4 box,HelloFresh,1,2019-01-13 13:52:00,Heights Morning Market Zone 5,2019-01-13 09:25:00,2019-01-13 15:34:00
2180262,"Houston, TX",13884029,2x2 box,HelloFresh,1,2019-01-13 12:02:00,Heights Morning Market Zone 5,2019-01-13 09:25:00,2019-01-13 15:34:00
2180262,"Houston, TX",13923973,3x2 box,HelloFresh,1,2019-01-14 19:15:00,YouFit Houston,2019-01-14 16:55:00,2019-01-14 21:05:00
2180262,"Houston, TX",13419730,2x2 box,HelloFresh,1,2019-01-14 20:04:00,YouFit Houston,2019-01-14 16:55:00,2019-01-14 21:05:00
2180262,"Houston, TX",11183993,2x2 box,HelloFresh,1,2019-01-14 20:14:00,YouFit Houston,2019-01-14 16:55:00,2019-01-14 21:05:00
2180262,"Houston, TX",13993083,2x2 box,HelloFresh,1,2019-01-17 13:18:00,WeWork Galleria,2019-01-17 12:10:00,2019-01-17 16:23:00
2180262,"Houston, TX",13995981,2x2 box,HelloFresh,1,2019-01-17 15:15:00,WeWork Galleria,2019-01-17 12:10:00,2019-01-17 16:23:00
2180262,"Houston, TX",13996845,2x2 box,HelloFresh,1,2019-01-17 15:54:00,WeWork Galleria,2019-01-17 12:10:00,2019-01-17 16:23:00
2180262,"Houston, TX",13996996,2x2 box,HelloFresh,1,2019-01-17 16:05:00,WeWork Galleria,2019-01-17 12:10:00,2019-01-17 16:23:00
2180262,"Houston, TX",13997065,2x2 box,HelloFresh,1,2019-01-17 16:06:00,WeWork Galleria,2019-01-17 12:10:00,2019-01-17 16:23:00
2180262,"Houston, TX",13992596,2x2 box,HelloFresh,1,2019-01-17 12:56:00,WeWork Galleria,2019-01-17 12:10:00,2019-01-17 16:23:00
2180262,"Houston, TX",13994540,2x2 box,HelloFresh,1,2019-01-17 14:14:00,WeWork Galleria,2019-01-17 12:10:00,2019-01-17 16:23:00
2180262,"Houston, TX",14015289,2x2 box,HelloFresh,1,2019-01-18 13:52:00,Houston Marathon Health & Wellness Expo Zone 5,2019-01-18 12:13:00,2019-01-18 16:35:00
2180262,"Houston, TX",14017183,2x2 box,HelloFresh,1,2019-01-18 15:38:00,Houston Marathon Health & Wellness Expo Zone 5,2019-01-18 12:13:00,2019-01-18 16:35:00
2180262,"Houston, TX",14017114,2x2 box,HelloFresh,1,2019-01-18 15:35:00,Houston Marathon Health & Wellness Expo Zone 5,2019-01-18 12:13:00,2019-01-18 16:35:00
2180262,"Houston, TX",14017582,2x2 box,HelloFresh,1,2019-01-18 16:00:00,Houston Marathon Health & Wellness Expo Zone 5,2019-01-18 12:13:00,2019-01-18 16:35:00
2180262,"Houston, TX",14014669,3x2 box,HelloFresh,1,2019-01-18 13:16:00,Houston Marathon Health & Wellness Expo Zone 5,2019-01-18 12:13:00,2019-01-18 16:35:00
2180262,"Houston, TX",14039332,2x2 box,HelloFresh,1,2019-01-19 19:04:00,Sugar Land Home and Garden Show Zone 3,2019-01-19 15:05:00,2019-01-19 19:14:00
2180262,"Houston, TX",14030849,2x2 box,HelloFresh,1,2019-01-19 12:10:00,Sugar Land Home and Garden Zone 3,2019-01-19 09:03:00,2019-01-19 15:04:00
2180262,"Houston, TX",14038083,2x2 box,HelloFresh,1,2019-01-19 17:57:00,Sugar Land Home and Garden Show Zone 3,2019-01-19 15:05:00,2019-01-19 19:14:00
2180262,"Houston, TX",14033437,2x2 box,HelloFresh,1,2019-01-19 14:12:00,Sugar Land Home and Garden Zone 3,2019-01-19 09:03:00,2019-01-19 15:04:00
2180262,"Houston, TX",14035401,2x2 box,HelloFresh,1,2019-01-19 15:45:00,Sugar Land Home and Garden Show Zone 3,2019-01-19 15:05:00,2019-01-19 19:14:00
2180262,"Houston, TX",14037172,2x2 box,HelloFresh,1,2019-01-19 17:11:00,Sugar Land Home and Garden Show Zone 3,2019-01-19 15:05:00,2019-01-19 19:14:00
2180262,"Houston, TX",14033888,2x2 box,HelloFresh,1,2019-01-19 14:35:00,Sugar Land Home and Garden Zone 3,2019-01-19 09:03:00,2019-01-19 15:04:00
2180262,"Houston, TX",14031955,2x2 box,HelloFresh,1,2019-01-19 13:01:00,Sugar Land Home and Garden Zone 3,2019-01-19 09:03:00,2019-01-19 15:04:00
2180262,"Houston, TX",14153001,2x2 box,HelloFresh,1,2019-01-24 18:12:00,Woodlands Mall,2019-01-24 12:22:00,2019-01-24 12:22:00
2180262,"Houston, TX",14147846,2x2 box,HelloFresh,1,2019-01-24 14:30:00,Woodlands Mall,2019-01-24 12:22:00,2019-01-24 12:22:00
2180262,"Houston, TX",14194364,2x2 box,HelloFresh,1,2019-01-26 16:00:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",14188718,2x2 box,HelloFresh,1,2019-01-26 12:31:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",14187293,2x2 box,HelloFresh,1,2019-01-26 11:27:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",14190235,2x2 box,HelloFresh,1,2019-01-26 13:29:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",14192311,3x2 box,HelloFresh,1,2019-01-26 14:51:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",1118468,2x2 box,HelloFresh,1,2019-01-26 14:15:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",14188729,3x2 box,HelloFresh,1,2019-01-26 12:32:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",14187777,3x2 box,HelloFresh,1,2019-01-26 11:49:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",14188371,2x2 box,HelloFresh,1,2019-01-26 12:17:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",14190812,3x2 box,HelloFresh,1,2019-01-26 13:52:00,Spring Katy Home and Garden Show,2019-01-26 09:55:00,2019-01-26 19:10:00
2180262,"Houston, TX",14214266,2x2 box,HelloFresh,1,2019-01-27 13:00:00,Heights Morning Market Zone 5,2019-01-27 09:25:00,2019-01-27 16:07:00
2180262,"Houston, TX",14214296,2x2 box,HelloFresh,1,2019-01-27 13:05:00,Heights Morning Market Zone 5,2019-01-27 09:25:00,2019-01-27 16:07:00
2180262,"Houston, TX",14322752,2x2 box,HelloFresh,1,2019-02-01 12:58:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14321747,4x2 box,HelloFresh,1,2019-02-01 11:53:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",5219425,2x2 box,HelloFresh,1,2019-02-01 14:48:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14323183,3x4 box,HelloFresh,1,2019-02-01 13:27:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14322596,2x2 box,HelloFresh,1,2019-02-01 12:47:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14323517,2x2 box,HelloFresh,1,2019-02-01 13:50:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14325871,2x2 box,HelloFresh,1,2019-02-01 16:37:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14324629,2x2 box,HelloFresh,1,2019-02-01 15:15:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14327698,2x2 box,HelloFresh,1,2019-02-01 18:44:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14327518,2x2 box,HelloFresh,1,2019-02-01 18:32:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14325132,2x2 box,HelloFresh,1,2019-02-01 15:49:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",6849124,2x2 box,HelloFresh,1,2019-02-01 15:25:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14322433,2x2 box,HelloFresh,1,2019-02-01 12:36:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14325929,2x2 box,HelloFresh,1,2019-02-01 16:41:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14323497,2x2 box,HelloFresh,1,2019-02-01 13:48:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14321391,2x2 box,HelloFresh,1,2019-02-01 11:28:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14327677,2x2 box,HelloFresh,1,2019-02-01 18:45:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14322899,2x2 box,HelloFresh,1,2019-02-01 13:10:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14325129,2x2 box,HelloFresh,1,2019-02-01 15:49:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14327042,2x2 box,HelloFresh,1,2019-02-01 17:59:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14321918,2x2 box,HelloFresh,1,2019-02-01 12:05:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14322225,2x2 box,HelloFresh,1,2019-02-01 12:24:00,Hot Chocolate Run Expo,2019-02-01 09:55:00,2019-02-01 19:31:00
2180262,"Houston, TX",14337014,2x2 box,HelloFresh,1,2019-02-02 13:51:00,Midtown Farmers Market,2019-02-02 10:25:00,2019-02-02 15:34:00
2180262,"Houston, TX",14335758,2x2 box,HelloFresh,1,2019-02-02 12:30:00,Midtown Farmers Market,2019-02-02 10:25:00,2019-02-02 15:34:00
2180262,"Houston, TX",1649455,2x2 box,HelloFresh,1,2019-02-03 12:02:00,Flea at Silver Street,2019-02-03 10:58:00,2019-02-03 19:03:00
2857234,"Seattle, WA",13580425,2x2 Box,HelloFresh,1,2019-01-02 19:53:00,Fitness 19 - Mountlake,2019-01-02 18:55:00,2019-01-02 22:53:00
2857234,"Seattle, WA",13663368,3x2 Box,HelloFresh,1,2019-01-05 19:30:00,Outlet Premium Mall,2019-01-05 18:27:00,2019-01-05 23:30:00
2857234,"Seattle, WA",13720161,3x2 box,HelloFresh,1,2019-01-07 19:24:00,Fitness 19 - Mountlake,2019-01-07 18:30:00,2019-01-07 23:45:00
2857234,"Seattle, WA",13583083,3x2 box,HelloFresh,1,2019-01-07 17:50:00,Fitness 19 - Mountlake,2019-01-07 18:30:00,2019-01-07 23:45:00
2857234,"Seattle, WA",13747562,3x2 box,HelloFresh,1,2019-01-08 17:41:00,"New Year, New You",2019-01-08 19:29:00,2019-01-08 23:25:00
2857234,"Seattle, WA",13819788,2x2 box,HelloFresh,1,2019-01-10 20:24:00,24hr Fitness Downtown,2019-01-10 18:41:00,2019-01-10 23:38:00
2857234,"Seattle, WA",13874545,3x2 box,HelloFresh,1,2019-01-12 23:08:00,Alderwood,2019-01-12 18:30:00,2019-01-13 00:33:00
2857234,"Seattle, WA",13869352,2x2 box,HelloFresh,1,2019-01-12 19:53:00,Alderwood,2019-01-12 18:30:00,2019-01-13 00:33:00
2857234,"Seattle, WA",13995533,3x2 box,HelloFresh,1,2019-01-17 14:57:00,Tacoma RV Show,2019-01-17 12:35:00,2019-01-17 18:08:00
2857234,"Seattle, WA",14038478,2x2 box,HelloFresh,1,2019-01-19 18:20:00,Tacoma RV Show,2019-01-19 12:56:00,2019-01-19 18:45:00
2857234,"Seattle, WA",13701360,3x2 box,HelloFresh,1,2019-01-19 14:25:00,Tacoma RV Show,2019-01-19 12:56:00,2019-01-19 18:45:00
2857234,"Seattle, WA",14036196,2x2 box,HelloFresh,1,2019-01-19 16:24:00,Tacoma RV Show,2019-01-19 12:56:00,2019-01-19 18:45:00
2857234,"Seattle, WA",14050087,3x2 box,HelloFresh,1,2019-01-20 12:34:00,OrangeTheory Fitness - U District,2019-01-20 10:32:00,2019-01-20 15:27:00
2857234,"Seattle, WA",14051624,4x2 box,HelloFresh,1,2019-01-20 13:34:00,OrangeTheory Fitness - U District,2019-01-20 10:32:00,2019-01-20 15:27:00
2857234,"Seattle, WA",14059332,2x2 box,HelloFresh,1,2019-01-20 18:54:00,PodCon,2019-01-20 16:16:00,2019-01-20 21:30:00
2857234,"Seattle, WA",14060823,2x2 box,HelloFresh,1,2019-01-20 19:56:00,PodCon,2019-01-20 16:16:00,2019-01-20 21:30:00
2857234,"Seattle, WA",14061151,3x2 box,HelloFresh,1,2019-01-20 20:12:00,PodCon,2019-01-20 16:16:00,2019-01-20 21:30:00
2857234,"Seattle, WA",14059034,2x2 box,HelloFresh,1,2019-01-20 18:45:00,PodCon,2019-01-20 16:16:00,2019-01-20 21:30:00
2857234,"Seattle, WA",14049890,3x2 box,HelloFresh,1,2019-01-20 12:24:00,OrangeTheory Fitness - U District,2019-01-20 10:32:00,2019-01-20 15:27:00
2857234,"Seattle, WA",14053603,3x2 box,HelloFresh,1,2019-01-20 14:53:00,OrangeTheory Fitness - U District,2019-01-20 10:32:00,2019-01-20 15:27:00
2857234,"Seattle, WA",11501990,3x2 box,HelloFresh,1,2019-01-21 15:04:00,Alderwood,2019-01-21 12:26:00,2019-01-21 18:32:00
2857234,"Seattle, WA",14148358,3x2 box,HelloFresh,1,2019-01-24 15:00:00,Alderwood,2019-01-24 12:28:00,2019-01-24 18:46:00
2857234,"Seattle, WA",14151948,2x2 box,HelloFresh,1,2019-01-24 17:26:00,Alderwood,2019-01-24 12:28:00,2019-01-24 18:46:00
2857234,"Seattle, WA",14147497,3x2 box,HelloFresh,1,2019-01-24 14:16:00,Alderwood,2019-01-24 12:28:00,2019-01-24 18:46:00
2857234,"Seattle, WA",14172337,2x2 box,HelloFresh,1,2019-01-25 17:47:00,Alderwood,2019-01-25 12:29:00,2019-01-25 18:48:00
2857234,"Seattle, WA",14166969,3x2 box,HelloFresh,1,2019-01-25 13:17:00,Alderwood,2019-01-25 12:29:00,2019-01-25 18:48:00
2857234,"Seattle, WA",14169437,2x2 box,HelloFresh,1,2019-01-25 15:32:00,Alderwood,2019-01-25 12:29:00,2019-01-25 18:48:00
2857234,"Seattle, WA",14173247,2x2 box,HelloFresh,1,2019-01-25 18:28:00,Alderwood,2019-01-25 12:29:00,2019-01-25 18:48:00
2857234,"Seattle, WA",14249147,2x2 box,HelloFresh,1,2019-01-28 21:20:00,Link Apartments,2019-01-28 16:55:00,2019-01-28 21:32:00
2857234,"Seattle, WA",14246346,2x2 box,HelloFresh,1,2019-01-28 19:09:00,Link Apartments,2019-01-28 16:55:00,2019-01-28 21:32:00
2857234,"Seattle, WA",14312720,3x4 box,HelloFresh,1,2019-01-31 20:56:00,NW Fitness - First Hill,2019-01-31 18:02:00,2019-01-31 22:39:00
2857234,"Seattle, WA",14331449,3x2 box,HelloFresh,1,2019-02-01 23:45:00,Everett Mall,2019-02-01 18:30:00,2019-02-02 00:32:00
2857234,"Seattle, WA",14330836,2x2 box,HelloFresh,1,2019-02-01 22:45:00,Everett Mall,2019-02-01 18:30:00,2019-02-02 00:32:00
2861116,"Portland, OR",13629060,2x2 Box,HelloFresh,1,2019-01-04 17:20:00,"PORTLAND BUILD, REMODEL & LANDSCAPE SHOW",2019-01-04 13:58:00,2019-01-04 19:00:00
2861116,"Portland, OR",13628841,3x2 Box,HelloFresh,1,2019-01-04 17:12:00,"PORTLAND BUILD, REMODEL & LANDSCAPE SHOW",2019-01-04 13:58:00,2019-01-04 19:00:00
2861116,"Portland, OR",13626492,2x2 Box,HelloFresh,1,2019-01-04 20:18:00,"PORTLAND BUILD, REMODEL & LANDSCAPE SHOW",2019-01-04 13:58:00,2019-01-04 19:00:00
2861116,"Portland, OR",13627204,3x4 Box,HelloFresh,1,2019-01-04 16:15:00,"PORTLAND BUILD, REMODEL & LANDSCAPE SHOW",2019-01-04 13:58:00,2019-01-04 19:00:00
